Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2024-25,2025-04-15,fbe1e76f-e22d-4232-a449-612e300e149c,Bank fee,1.1,Bank fee,Financial Services,95,Section 8-1,1.1,Yes,No,95,Bank fees are a standard business expense and do not involve R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
FY2025-26,2025-07-31,b1f93f47-3a4e-46e7-a974-6ac6178c52cb,BP Australia Pty Ltd,999.37,"Rego: 505XOJ,
Summary Total",Fuel,95,Section 8-1,999.37,Yes,No,90,The transaction relates to fuel purchases for vehicles. There is no indication that this relates to R&D activities. The description 'Disaster Recovery,No,No,Yes,Ensure adequate records (receipts) are maintained to substantiate the fuel expenses.; Review business use percentage for each vehicle to determine deductible amount. Private use may need to be exclude
FY2023-24,2023-07-20,1ada9f44-a1f5-4d67-ac1a-bbd611630847,Bank fee,0.88,Bank fee,Financial Services,95,Section 8-1,0.88,Yes,No,95,Bank fees are a standard business expense and do not relate to R&D activities.,No,No,Yes,Receipt required for substantiation.
FY2023-24,2023-07-25,0e0092cb-00f0-446f-bc03-ef1e9c562f1c,Caltex,95.01,Fuel for Jade's car for going to Litmas Lab,Travel,95,Section 8-1,95.01,No,Yes,60,"The transaction involves fuel for travel to 'Litmas Lab'. While 'Litmas Lab' suggests a laboratory environment potentially related to R&D, there's ins",YES - REVIEW,No,Yes,"Need to determine the business use percentage of the vehicle. If Jade is an employee, FBT may apply if the travel is considered private. Maintain detailed logbook to substantiate business use."
FY2024-25,2025-02-02,0bf9bb5f-62a4-492d-9699-ab1bde06aa5d,Anthropic,150.05,Ai Phill,Software,75,Section 8-1,150.05,Yes,Yes,60,"The description 'Ai Phill' from Anthropic suggests potential R&D related to AI, but there is insufficient information to confirm that the four element",No,No,Yes,Requires detailed invoice or contract to understand the nature of 'Ai Phill' and its business purpose.; Investigate potential R&D eligibility further.
FY2023-24,2023-07-24,d7887525-633e-42e8-ab0f-9180ef660fef,YP,160,YPaa,Unknown,60,Section 8-1,160,Yes,No,60,Insufficient information to determine R&D eligibility. The description 'YPaa' is too vague to assess against the four-element test.,No,No,Yes,Requires further clarification of the nature of 'YPaa' to determine appropriate tax treatment.; Obtain invoice or contract for 'YPaa'.
FY2023-24,2023-07-24,279d0238-46e2-4ba3-9a71-7ee3ead04d19,Tile Street Snack Bar,44.5,Staff Meeting,Staff Amenities,90,Section 8-1,44.5,Yes,No,95,A staff meeting at a snack bar does not suggest R&D activities. There is no indication of experimental activities or generation of new knowledge.,YES - REVIEW,No,Yes,Need to determine if the expense is considered entertainment and if it is subject to the 50% deductibility rule. FBT implications need to be considered if the expense is considered a fringe benefit.
FY2024-25,2024-08-19,e309e7e0-1b6c-41c3-ade9-dd97d11a61ec,Telco World,151.2,Dongle/Portable Wifi purchase,Hardware,95,Section 8-1,151.2,Yes,No,90,The purchase of a dongle/portable wifi device is a standard commercial product and does not inherently involve R&D activities. There is no indication ,No,No,Yes,Ensure receipt is retained as proof of purchase.; Consider private use apportionment if applicable.
FY2024-25,2024-08-19,06c18ed5-ff77-4387-93df-78af366bf933,Youtube,16.99,Subscription,Software,70,Section 8-1,16.99,Yes,No,60,"A general subscription to Youtube is unlikely to meet the R&D criteria. There is no indication of systematic experimentation, generation of new knowle",No,No,Yes,"Ensure the subscription is used for business purposes. If there is a private use component, the deduction should be apportioned."
FY2025-26,2025-10-01,fb8df8b3-d864-4620-a775-b0f083486bfe,Matilda Industrial Units,5331.21,Gross rent for October 2025,Rent,95,Section 8-1,5331.21,Yes,No,95,Rental expense is not related to R&D activities based on the provided information.,No,No,Yes,Ensure rental agreement is in place.; Confirm the property is used wholly for business purposes.
FY2024-25,2025-02-02,37f99b83-e212-4456-aa5a-658b0ae68ee3,Google Cloud,47.53,Phill,Software,85,Section 8-1,47.53,Yes,No,60,The transaction description 'from Google Cloud - Phill' is insufficient to determine if the expenditure relates to R&D activities. There is no informa,No,No,Yes,Requires receipt from Google Cloud to substantiate the expense.; Ensure expense is wholly and exclusively for business purposes.
FY2024-25,2024-09-03,23896cef-db1a-4e99-9cd3-d9689d3e5714,Seek Limited,313.5,Job ID: 78555778 Title: Labourer - Restoration Technician Assistant,Recruitment,95,Section 8-1,313.5,Yes,No,90,The transaction relates to recruitment of a 'Labourer - Restoration Technician Assistant'. This does not inherently involve R&D activities.,No,No,Yes,Ensure invoice from Seek Limited is retained as evidence of the expense.
FY2023-24,2023-12-14,9fd7058e-97f1-4074-800a-060b52070c10,Centenary Auto Electrician,50,Diagnostics Air Bag issue - 664XQB,Repairs & Maintenance,95,Section 8-1,50,Yes,No,80,Diagnostics of an airbag issue is unlikely to meet the R&D criteria. It appears to be a standard repair activity.,No,No,Yes,
FY2023-24,2023-11-21,8e267e83-359e-44b1-aa3c-a205d31eb69b,PWR Electrical,143,"JOB14673 KATHY BARRETT - 3 GLEESON STREET, CROWS NEST
Job Name: AJ - Barrett - Crows Nest - 10201674",Repairs & Maintenance,85,Section 8-1,143,Yes,No,70,The transaction relates to electrical work at a residential property. There is no indication of R&D activity based on the provided information.,No,No,Yes,"Ensure invoice is retained as evidence of expense.; Confirm if the property is used for business purposes. If not, deduction may be limited."
FY2025-26,2025-10-04,9e478d97-4202-417e-8e3b-32fe7167f08e,Allianz Australia Insurance Limited,184.51,Storage container onsite - 1.09.25 to 30.09.25,Rent,95,Section 8-1,184.51,Yes,No,90,The transaction relates to the rental of a storage container. There is no indication that this activity involves R&D as defined by Division 355 of the,No,No,Yes,Ensure invoice and proof of payment are retained.
FY2023-24,2023-12-14,429a261d-83a7-4f66-a30a-3cf251cb756e,DNS Auto,110,Rwc Ford transit 664-XQB,Automotive,95,Section 8-1,110,Yes,No,90,Roadworthy certificate (RWC) for a vehicle is a standard compliance requirement and does not involve R&D activities.,No,No,Yes,Ensure invoice/receipt is retained as evidence of expense.
FY2023-24,2023-12-18,a97c289b-83c8-48c7-b31c-2eb2913949c5,Youtube,16.99,Subscription,Software,75,Section 8-1,16.99,Yes,No,70,"A general subscription to Youtube is unlikely to meet the R&D criteria. There is no indication of systematic experimentation, generation of new knowle",No,No,Yes,"Ensure the subscription is used for business purposes. If there is a private use component, the deduction should be apportioned."
FY2023-24,2023-12-18,21f10452-c277-421e-a06a-4b7d515bf937,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll expenses are generally not related to R&D activities. The description indicates a standard toll payment.,No,No,Yes,Receipt from Linkt should be retained as documentation.; Ensure the travel relates to business activities.
FY2023-24,2023-10-09,4149e999-efcf-4748-a5c0-f5d822065491,Carpet Cleaners Warehouse,279.99,"SM BURE FOGGER
Inspected, traced and repaired dry
solder joints on PC board.
Tested operation and fo",Repairs & Maintenance,85,Section 8-1,279.99,Yes,No,75,"The transaction describes repair work on a PC board, which is unlikely to generate new knowledge or be considered experimental development. It appears",No,No,Yes,
FY2025-26,2025-09-19,8238419d-c8e1-44e8-9d91-5ad2f21b57fd,Railway,523.24,Software - advised by Phill,Software,95,Section 8-1,523.24,Yes,No,60,The description 'Software - advised by Phill' is insufficient to determine if the activity meets the R&D criteria. There is no indication of experimen,No,No,Yes,Requires receipt for substantiation.; Confirm software is used for business purposes.
FY2023-24,2023-11-16,81e7af9f-34b8-4615-8b28-c7b7fefc3984,MGR Lawyers Pty Ltd,3879.47,Legal fees associated with Stamford Plaza conflict,Professional Services,95,Section 8-1,3879.47,Yes,No,90,"Legal fees related to a conflict are unlikely to meet the criteria for R&D activities. There is no indication of systematic investigation, generation ",No,No,Yes,"Ensure invoice and payment records are retained.; Assess the nature of the Stamford Plaza conflict to determine if any portion of the legal fees are capital in nature (e.g., defending title to an asse"
FY2023-24,2023-10-09,3fa34472-e2ff-4841-9107-d41f9ac5cef4,Carpet Cleaners Warehouse,279.99,"RAZORBACK FOGGER
Repaired dry solder joints on PC
board and switch and tested ok.",Hardware,90,Section 8-1,279.99,Yes,No,85,Repairing dry solder joints on a PC board and switch is unlikely to generate new knowledge or be considered experimental development. It appears to be,No,No,Yes,
FY2023-24,2023-10-31,52ef46f5-fc75-4bc3-a13e-991ce754b980,DWF Law Australia,984.5,Advice regarding incident on 14/08/2023,Professional Services,95,Section 8-1,984.5,Yes,No,90,Legal advice regarding an incident is unlikely to meet the criteria for R&D activities as it does not inherently involve generating new knowledge or a,No,No,Yes,"Ensure invoice and supporting documentation are retained.; Review the nature of the incident to determine if any specific deductibility limitations apply (e.g., fines or penalties)."
FY2024-25,2025-02-05,1148b9c6-db76-4be0-aa8b-75d1f6b37eac,Anthropic,151.64,Ai Phill,Software,75,Section 8-1,151.64,Yes,Yes,60,"The transaction description 'from Anthropic - Ai Phill' suggests the use of AI software. While AI development can be R&D, the description lacks suffic",No,No,Yes,Requires invoice or receipt to substantiate the expense.; Review the nature of 'Ai Phill' to confirm it is wholly for business purposes.
FY2024-25,2025-02-05,bc26ce32-68cd-4051-b61e-03a4961fff56,Anthropic,152.1,Ai Phill,Software,75,Section 8-1,152.1,Yes,Yes,60,"The description 'Ai Phill' from Anthropic suggests potential software or AI-related activity. However, there is insufficient information to determine ",No,No,Yes,"Need to confirm the nature of 'Ai Phill' and its business use. If it is a subscription, ensure the invoice is retained. If it is a service, ensure there is a contract or agreement."
FY2025-26,2026-01-08,31465adf-ef7f-4246-ae30-8b80fefd4513,Superannuation,4201.97,"Oct to Dec Super
",Employee Expenses,95,Section 8-1,4201.97,Yes,No,95,Superannuation contributions are a standard business expense and do not relate to R&D activities.,No,No,Yes,Ensure superannuation contributions are made on time to avoid penalties.; Verify that the superannuation fund is a complying fund.
FY2024-25,2025-03-31,f7757935-1a0b-434e-b4af-60253aa51ede,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,90,Toll payments are for transportation and do not inherently involve R&D activities. There is no indication of experimental activities or generation of ,No,No,Yes,Ensure adequate documentation (receipts) is maintained to support the deduction.; Confirm the tolls relate to business travel.
FY2024-25,2024-08-14,2d18a398-c649-433d-86bc-a127959e6ac0,SuperCheap,231.99,Battery Century purchase,Hardware,90,Section 8-1,231.99,Yes,No,80,"The purchase of a battery, while potentially used in R&D activities, does not inherently qualify as R&D. There is no indication of experimental activi",No,No,Yes,
FY2024-25,2025-02-06,a21e4d26-a913-4e8f-8a84-27bedbc41891,Wages,8483.25,Wages WE 050225,Wages,95,Section 8-1,8483.25,Yes,No,60,The transaction description 'Wages WE 050225' provides insufficient information to determine if the wages relate to R&D activities. Without further de,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Need to confirm if any portion of the wages relates to entertainment or other potentially non-deductible activities.
FY2024-25,2025-02-06,457aa860-2797-4037-b589-7b642f28893e,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,90,Toll expenses are related to travel and do not involve R&D activities.,No,No,Yes,"Ensure expense is wholly and exclusively for business purposes. If there is a private use component, the deduction should be apportioned."
FY2024-25,2024-08-08,63086480-ae87-4098-9f78-d1a14c242d39,Square,45.25,Square fee,Professional Services,95,Section 8-1,45.25,Yes,No,90,Square fees are transaction costs and do not relate to R&D activities.,No,No,Yes,Keep receipt as proof of expense.
FY2024-25,2025-02-06,20ede35f-6b72-4256-917a-fc0f0fc9cbe0,Square,9.68,Square fees,Financial Services,95,Section 8-1,9.68,Yes,No,95,Square fees are transaction fees and do not relate to R&D activities.,No,No,Yes,Ensure receipt is retained as evidence of the expense.
FY2024-25,2025-06-20,4efcaee5-dec3-44f1-afbc-ee64bb39332a,Vercel,39.96,Phill,Software,75,Section 8-1,39.96,Yes,No,60,The transaction description 'from Vercel - Phill' is insufficient to determine if the expense relates to R&D activities. There is no information to su,No,No,Yes,Requires receipt to substantiate the expense.; Need to understand the nature of 'Phill' and the Vercel service to confirm deductibility.
FY2024-25,2025-06-20,717b88b1-c5ef-4f6d-aa2c-4491ea8299c4,Zoom,26.35,Phill?,Software,90,Section 8-1,26.35,Yes,No,60,The transaction description 'from Zoom - Phill?' is insufficient to determine if the expense relates to R&D activities. It appears to be a standard Zo,No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.; Confirm business purpose of the Zoom meeting with Phill.
FY2024-25,2025-05-06,a722db25-781d-4e51-bd63-18b987b33bd8,FEN Australia Pty Ltd,836,Air Scrubber/s @ $40ea/day (Reduced Rate),Equipment Rental,95,Section 8-1,836,Yes,No,90,"The transaction appears to be for the rental of air scrubbers, which is unlikely to meet the criteria for R&D activities. There is no indication of ex",No,No,Yes,Ensure invoice and proof of payment are retained.; Confirm that the expense is wholly and exclusively for business purposes.
FY2024-25,2024-10-24,61f90e01-4e2a-46c7-af17-33c21646b784,,10000,Bank Transfer from Westpac Everyday Credit Cards.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The transaction description 'Bank Transfer from Westpac Everyday Credit Cards' provides no deta,No,No,Yes,Requires detailed receipts and invoices to determine the nature of the expense and its deductibility.; Need to identify the supplier and purpose of the bank transfer.; Entertainment expenses require s
FY2024-25,2025-04-10,310652a8-3af5-4336-8bbc-267ae339be85,Wages,10148.17,Wages WE 090425,Wages,95,Section 8-1,10148.17,Yes,No,80,The transaction description 'Wages WE 090425' provides insufficient information to determine if the wages relate to R&D activities. There is no indica,No,No,Yes,"Requires standard payroll documentation (timesheets, employment contracts) to support the deduction.; Ensure wages are at market rates."
FY2024-25,2024-08-19,ea236521-4c9a-4e5f-801d-1f9eba86c90b,O'Brien AutoGlass,1593.2,Refund from IC for the rear windscreen 904ZPS,Refund,95,Section 8-1,1593.2,Yes,No,95,"The transaction relates to a refund for a rear windscreen, which is a standard automotive repair and does not involve R&D activities.",No,No,Yes,"Ensure the original purchase was deductible. If the original purchase was capital, this refund may reduce the cost base of the asset."
FY2024-25,2024-07-02,1d539ac9-54bf-4462-8ce3-d2bdc4cecf6f,Bronwyn mcGurk,5000,Funds transferred to Bronwyn,Unknown,50,Section 8-1,0,No,No,60,Insufficient information to determine if this transaction relates to R&D activities. The description 'Funds transferred to Bronwyn' is too vague.,No,YES - REVIEW,Yes,Requires detailed documentation to determine the nature of the funds transfer to Bronwyn McGurk. Potential Division 7A risk if Bronwyn McGurk is a shareholder or associate of a shareholder.
FY2024-25,2024-12-31,b224731a-09dc-4844-8d16-54f7658e9699,Westpac Bank,3.52,Interest received,Interest,95,Section 8-1,3.52,Yes,No,95,Interest received is a financial transaction and does not involve R&D activities.,No,No,Yes,Confirm correct allocation of interest income.; Retain bank statements as evidence.
FY2024-25,2025-05-24,4b9e162e-dfcc-419a-99f0-b518f3999fbd,OpenAi,35.35,New CHAT GPT subscription ,Software,90,Section 8-1,35.35,Yes,Yes,60,"While ChatGPT could be used for R&D activities, the subscription itself doesn't automatically qualify. The four-element test is unlikely to be met wit",No,No,Yes,"Confirm business use. If there is a private use component, the deduction should be apportioned."
FY2024-25,2024-08-22,7f88c4cb-f9b2-45df-a166-2247766d86fc,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,90,Toll payments are for transportation and do not inherently involve R&D activities. There is no indication of experimental activities or generation of ,No,No,Yes,"Ensure adequate documentation (receipts) is maintained to support the deduction.; Determine if any private use component exists. If so, the deductible amount should be reduced accordingly."
FY2023-24,2023-10-06,6b999f62-ea3b-46d1-8f33-21c9ab30f4fb,Carpet Cleaners Warehouse,300.08,"RAZORBACK BALBOA 700 DHS 
S/N: BA1021665 
WASTE SWITCH BROKEN, FLOAT
MAY NEED FIXING

QUOTE NOT REQU",Repairs & Maintenance,95,Section 8-1,300.08,Yes,No,90,The transaction relates to the repair of a carpet cleaning machine. There is no indication of experimental activities or generation of new knowledge. ,No,No,Yes,
FY2024-25,2024-07-04,a8a28745-b70e-4937-9865-ce354b0e7bb0,BP Australia Pty Ltd,100.6,Fuel,Fuel,95,Section 8-1,100.6,Yes,No,90,Fuel purchase is a standard operating expense and does not meet the criteria for R&D activities.,No,No,Yes,
FY2024-25,2024-08-19,58fa178c-0374-414f-92a9-bd29fc3d06cd,Telstra,25,Dongle monthly plan for Andrew,Telecommunications,95,Section 8-1,25,Yes,No,90,The transaction is for a standard dongle monthly plan. There is no indication of R&D activity. It is a standard telecommunications service.,No,No,Yes,"Ensure the dongle is used primarily for business purposes. If there is a significant private use component, the deductible amount should be reduced accordingly."
FY2024-25,2025-05-27,613c3393-8bf4-4378-8277-0309ae13ff19,Wilson Parking,60.83,Phill @ Melbourne Conference,Travel,95,Section 8-1,60.83,Yes,No,90,"Parking expenses, even when incurred while attending a conference, are not typically considered R&D activities. There is no indication that the parkin",No,No,Yes,Ensure receipt is retained as evidence of the expense.; Confirm the conference was for business purposes.
FY2024-25,2025-03-07,0de6c043-fcf4-43f2-94cf-5a3fc362509f,BP Australia Pty Ltd,12.8,,Travel,95,Section 8-1,12.8,Yes,No,90,Purchase of fuel from BP Australia does not indicate R&D activity. It is a standard business expense.,No,No,Yes,Receipt required to substantiate the expense.; Ensure the fuel purchase is directly related to business activities.
FY2024-25,2025-03-26,ba99b2c1-a944-440d-9438-ec66d6c33f36,Bunnings,49.98,,Hardware,70,Section 8-1,49.98,Yes,No,60,The transaction description 'from Bunnings' is insufficient to determine if the purchase relates to R&D activities. There is no indication of systemat,No,No,Yes,Requires receipt from Bunnings to substantiate the purchase.; Determine the nature of the hardware purchased to assess potential capital allowance implications.
FY2024-25,2025-02-10,e59ef101-2ae7-4fb7-aade-5cebdc5ad1e0,,6713.06,Bank Transfer to American Express .,Unknown,50,Section 8-1,0,No,No,60,Insufficient information to determine if this transaction relates to R&D activities. The description 'Bank Transfer to American Express' provides no d,No,No,Yes,"Need to obtain supporting documentation (e.g., American Express statement) to determine the nature of the underlying expenses.; Scrutinize for potential entertainment expenses."
FY2023-24,2023-10-05,0039ffed-25e7-4811-83bd-7e3739fc8946,Carpet Cleaners Warehouse,110.11,"ENCAPSULATION CARPET
CLEANING 5LT",Cleaning Supplies,95,Section 8-1,110.11,Yes,No,90,The purchase of carpet cleaning solution does not inherently suggest R&D activity. There is no indication of experimentation or seeking new knowledge.,No,No,Yes,
FY2023-24,2023-11-29,c5759e99-b64d-481e-8b54-0c66a99ece59,Rug Wash Australia Pty Ltd,169.15,JOB14671 ,Cleaning,95,Section 8-1,169.15,Yes,No,90,The transaction relates to rug cleaning services. There is no indication that this activity involves experimental activities or the generation of new ,No,No,Yes,
FY2023-24,2023-11-10,8cacf77e-77b7-4862-9727-01ef97251c6d,Climate Rental Solutions Pty Ltd,1056,Filters - CRSAHFD- 483 x 404 x 50,Supplies,90,Section 8-1,1056,Yes,No,80,"The purchase of filters does not inherently suggest R&D activity. There is no indication of experimentation, hypothesis testing, or seeking new knowle",No,No,Yes,
FY2023-24,2023-11-01,00974118-f936-449c-8282-21d4dcc6a40b,Matilda Industrial Units,5439.87,Gross rent for November 2023,Rent,95,Section 8-1,5439.87,Yes,No,90,Rental expense does not inherently qualify as R&D. There is no indication of research or experimentation activities.,No,No,Yes,"Ensure rental agreement is in place.; Confirm the premises are used wholly and exclusively for business purposes. If there is any private use, the deductible amount needs to be adjusted accordingly."
FY2024-25,2024-09-05,deca95e4-6992-47dd-a94a-ff680b41b08e,Wages,8603.53,Wages WE 040924,Wages,95,Section 8-1,8603.53,Yes,No,70,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 040924' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are reasonable for the work performed.
FY2024-25,2025-02-10,73bf047d-2462-4768-9500-8b748cfe8244,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll expenses are generally not related to R&D activities. There is no indication in the description that the tolls were incurred as part of a researc,No,No,Yes,Ensure the tolls are related to business travel and not private use.
FY2023-24,2023-11-15,4b271ac5-d44c-468c-96e1-4687115c8d5c,Hubify Communications,335.5,Office landlines ,Telecommunications,95,Section 8-1,335.5,Yes,No,90,The transaction relates to standard office landline services. There is no indication of R&D activity.,No,No,Yes,
FY2024-25,2025-02-24,fce2bb67-9c3a-499a-bcef-47a4a174fbf0,Totally Workwear,201.6,,Supplies,95,Section 8-1,201.6,Yes,No,90,Purchase of workwear does not inherently involve R&D activities. There is no indication of experimental activities or generation of new knowledge.,No,No,Yes,Ensure the workwear is required for business purposes and not primarily for private use. Maintain receipts as proof of purchase.
FY2023-24,2023-11-01,5cf83cc2-0df8-4497-a0e6-cf348a4c44f8,Australian Taxation Office,48723,Activity Statement - Jul - Sep 23 BAS,Tax,95,Section 8-1,48723,Yes,No,95,Payment to the ATO for an Activity Statement (BAS) is not an R&D activity.,No,No,Yes,"Ensure the BAS is properly documented and reconciles to the underlying transactions.; Review the components of the BAS to determine if any specific items require further analysis (e.g., GST on enterta"
FY2024-25,2024-07-08,0c3508ba-b6d6-4655-9926-38413b817b6c,Aussie Broadband,99,INVOICE,Telecommunications,95,Section 8-1,99,Yes,No,90,Standard internet service provision. No indication of R&D activity.,No,No,Yes,
FY2025-26,2025-10-06,f850c853-d2df-4fe3-9796-2848f4d6ef05,Redis,10.96,,Software,70,Section 8-1,10.96,Yes,No,60,"The transaction description 'from Redis' is insufficient to determine if the expenditure relates to R&D activities. Without further information, it is",No,No,Yes,Requires receipt to substantiate the expense.; Need to confirm the nature of the Redis service to ensure it is wholly for business purposes.
FY2024-25,2025-02-10,ba056787-1a1a-4933-8975-765b4aa8ab68,Adobe Acrobat,34.99,Adobe,Software,95,Section 8-1,34.99,Yes,No,80,Subscription to Adobe Acrobat is unlikely to be considered R&D. There is no indication of experimental activities or generation of new knowledge.,No,No,Yes,
FY2024-25,2024-08-07,8742af60-3f65-4031-9682-af0b0956ba9f,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Tolls are a standard business expense and do not meet the criteria for R&D activities under Division 355 of the ITAA 1997.,No,No,Yes,"Ensure adequate documentation (e.g., Linkt statement) is retained to support the deduction.; Confirm the tolls were incurred for business purposes."
FY2023-24,2023-11-14,2ca31ea5-0302-41e4-be9b-b64ba8ebd0e8,Ehlerth Electrical,373.25,"JOB14600 BENJAMIN RERDEN - 25 NIOKA STREET, BROOKFIELD
Job Name: AJ - Rerden - Brookfield - HH058319",Repairs & Maintenance,90,Section 8-1,373.25,Yes,No,80,The transaction appears to be for standard electrical services at a residential property. There is no indication of experimental activities or generat,No,No,Yes,
FY2023-24,2024-01-07,7c016870-bd78-4a9f-b4d9-4bf787d63db0,Fast Labour Hire Brisbane Pty Ltd,6317.16,Various jobs,Labour Hire,95,Section 8-1,6317.16,Yes,No,80,The description 'Various jobs' is too vague to determine if the work performed meets the R&D criteria. There is no indication of systematic experiment,No,No,Yes,Requires detailed invoices or timesheets specifying the nature of the 'Various jobs' to confirm deductibility.; Ensure the labour hire is for business purposes and not for private or domestic use.
FY2024-25,2024-07-01,f550c2ad-793d-4a18-8328-5c0faf8f6ef1,Perpetual Corporate Trust,751.04,Loan - Metro (Airmover & Dehumifiers),Loan,95,Section 8-1,0,No,No,90,The transaction relates to a loan for airmovers and dehumidifiers. This does not inherently suggest R&D activity.,No,No,Yes,"Loan documentation required to confirm terms and conditions.; Assess the use of the airmovers and dehumidifiers. If used for income producing purposes, depreciation may be claimable."
FY2024-25,2024-07-23,f7ace581-d061-4c54-bf0a-5f33b7755b61,,50000,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Everyday Banking' provides no details about the nat,No,No,Yes,Need further information to determine the nature of the expense and its deductibility. Obtain invoice or contract details.
FY2024-25,2025-02-11,e1172bc8-7ce7-48ae-be94-4cc875e51a25,Bank fee,0.4,Bank charges,Financial Services,95,Section 8-1,0.4,Yes,No,95,Bank charges are a standard business expense and do not involve R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
FY2024-25,2025-02-10,4be71338-365d-471d-84f3-a609c0a0addb,apple,1.49,icloud storage on one of the ipad,Software,90,Section 8-1,1.49,Yes,No,80,iCloud storage is a standard service and does not inherently involve R&D activities. There is no indication that this purchase is related to a specifi,No,No,Yes,Receipt required to substantiate the expense.
FY2024-25,2025-02-10,a070fd46-325b-47df-abd1-50a06058f058,Bunnings,66.36,Bunnings purchases - Rob?,Hardware,70,Section 8-1,66.36,Yes,No,60,The description 'Bunnings purchases - Rob?' is too vague to determine if the purchase relates to R&D activities. There is no indication of systematic ,No,No,Yes,Requires receipt from Bunnings to verify the nature of the purchase.; Determine if any portion of the purchase was for private use.
FY2023-24,2023-12-20,fc9ac64c-66f7-4283-8413-ce1f3d5c5621,Commercial Safety Assurance Pty Ltd,178.5,"Monthly direct debit instalment towards review fee schedule

Please note:
Payment of this invoice is",Professional Services,85,Section 8-1,178.5,Yes,No,90,The transaction relates to a 'review fee schedule' which suggests a compliance or auditing activity. There is no indication of experimental activities,No,No,Yes,Retain invoice and payment records.; Ensure the review fee is genuinely for business purposes.
FY2024-25,2024-09-24,6541fa36-1465-4b95-91f8-b4669dd0044f,Disaster Recovery,2720,ATO payment Overdue BAS,Taxation,95,Section 8-1,2720,Yes,No,95,Payment of overdue BAS is not an R&D activity. It is a compliance activity.,No,No,Yes,Ensure payment is properly documented with ATO statements.; Confirm the BAS relates to the business operations.
FY2025-26,2026-01-01,2219aa22-5928-4fee-aed4-b6f0cab36ab2,Matilda Industrial Units,5331.21,Gross rent for January 2026,Rent,95,Section 8-1,5331.21,Yes,No,95,"The transaction relates to rent, which is not an R&D activity. There is no indication of R&D activity in the transaction description.",No,No,Yes,Ensure rental agreement is available.; Confirm the property is used wholly for business purposes.
FY2024-25,2024-11-04,7fe8ef76-6b9e-481e-879c-114f50b6fa59,Crawford & Co,232.09,"MRP Fee & 5.78% 1891838
",Professional Services,75,Section 8-1,232.09,Yes,No,60,The description 'MRP Fee & 5.78% 1891838' does not provide sufficient information to determine if the activity meets the R&D criteria. It is likely a ,No,No,Yes,
FY2023-24,2023-12-07,4ec84c6e-95f2-433b-aae6-a72aa560bbf1,Construct Services,17981.7,"Chemcials - Antimicrobial, enscapsulant etc",Cleaning & Remediation,95,Section 8-1,17981.7,Yes,No,85,"The transaction appears to be for standard cleaning and remediation services, including antimicrobial treatment and E. coli testing. While E. coli tes",No,No,Yes,"Ensure proper documentation (receipts, invoices) is maintained to support the deduction.; Verify that the expenses are wholly and exclusively for business purposes."
FY2023-24,2024-05-19,af1604a7-941b-4c5c-8586-cf7f185c0d6b,Fast Labour Hire Brisbane Pty Ltd,596.9,"JOB14901 NASIR KHAN - 12 EMBASSY STREET, BRAY PARK
Job Name: Crawco - Khan - Bray Park - 1879600",Labour Hire,95,Section 8-1,596.9,Yes,No,90,"The transaction relates to labour hire. There is no information to suggest that the labour hire was used for R&D activities. Therefore, it is not an R",No,No,Yes,
FY2024-25,2025-02-10,46b6226d-affb-411a-9e2f-89cb553fb8e9,LearnDash,311.37,Phill,Software,75,Section 8-1,311.37,Yes,No,60,The description 'from LearnDash - Phill' suggests a training or learning platform. There is no information to suggest that this transaction relates to,No,No,Yes,Requires receipt from LearnDash to substantiate the expense.
FY2024-25,2025-02-10,c903c61f-a1e0-40f3-a613-1fce303703b6,Just Crazy Bargains,22.31,Bron and Annie on Gatton job,Supplies,70,Section 8-1,22.31,Yes,No,60,The transaction description 'Bron and Annie on Gatton job' from 'Just Crazy Bargains' does not provide sufficient information to assess whether the ex,No,No,Yes,Requires receipt from Just Crazy Bargains to substantiate the expense.; Need to understand the nature of the 'Gatton job' to ensure it is wholly and exclusively for business purposes.
