Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2025-26,2025-08-21,828ffc4d-0572-44d8-ab41-f766f92a8d62,Disaster Recovery QLD Pty Ltd,2091.76,August 2025 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,"The transaction is for a 'Management Fee' which does not indicate any R&D activity. There is no evidence of technical uncertainty, systematic investig",No,No,Yes,Deductible under s 8-1 ITAA 1997 if incurred in gaining or producing assessable income. Requires documentation to support the expense.
FY2022-23,2022-12-28,dda04f1e-5248-452f-aca1-713b8f1edcc0,Disaster Recovery QLD Pty Ltd,9538.13,October Management fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,9538.13,Yes,No,10,"The transaction description 'October Management fee' does not contain any information to suggest that the activity involved technical uncertainty, sys",No,No,Yes,
FY2024-25,2025-02-21,ca025145-156c-4ec2-bd86-a7dc3d98c951,Audible,24.3,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.3,Yes,No,60,"The transaction description 'Subscription' from 'Audible' does not contain any evidence of technical uncertainty, systematic investigation, generation",No,No,Yes,Must relate to current income-earning activity
FY2024-25,2024-11-19,05e624a1-ffea-4fc6-a4fa-006186b4cc36,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2024-25,2024-07-29,d7fb62ca-e17f-4b1d-b2f0-eaf38a50e4be,Disaster Recovery QLD Pty Ltd,2091.76,Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,95,"The transaction is for a 'Management fee' from 'Disaster Recovery QLD Pty Ltd'. There is no indication of technical uncertainty, systematic investigat",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2023-24,2023-08-01,8c118bf3-a943-4b17-9872-5c2734af5d2d,Westpac Bank,10,monthly fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided information. It does not meet the criteria for Div,No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income. Substantiation is required.
FY2024-25,2024-12-11,6bd4f9f6-255c-49d8-b245-660665ec3b43,St George,833.39,Repayment,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is no in,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible. Only the interest component is deductible under s 8-1 ITAA 1997
FY2024-25,2024-11-21,84c289cd-da3d-4276-9cc9-189694a33c02,Audible,23.76,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.76,Yes,No,90,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if related to current income-earning activity. Must relate to current income-earning activity
FY2024-25,2024-10-21,6b6d868f-d704-4475-9f14-de265296ad57,Audible,23.02,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.02,Yes,No,95,"The transaction is for an Audible subscription. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation",No,No,Yes,Deductible under s 8-1 ITAA 1997 if related to income-producing activities. Must relate to current income-earning activity.
FY2022-23,2023-05-01,9e5a412b-c238-41ec-a02a-65295705bbe0,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the provided information. It does not meet the criteri,No,No,Yes,
FY2024-25,2024-10-09,1f5aac0b-a429-4df1-b146-24562a4188a4,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it is incurred in gaining or producing assessable income or necess
FY2024-25,2025-05-27,bbebc9d6-1a6e-4e3a-955a-3d63c70e0542,Disaster Recovery QLD Pty Ltd,2091.76,Management fee (was not required),Professional Services,90,Section 8-1 ITAA 1997 - general deduction,0,No,No,95,"The transaction is a 'Management fee (was not required)' which does not indicate any R&D activity. There is no evidence of technical uncertainty, syst",No,No,Yes,"The description 'Management fee (was not required)' suggests the expense was unnecessary for the business's operations. Therefore, it may not be deductible under s 8-1 ITAA 1997 as it may not be incur"
FY2024-25,2025-05-23,7641e2bc-997e-4775-8e39-f6db0d4dfe0e,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction relates to a standard 'Optus mobile' bill. There is no indication of R&D activity, technical uncertainty, or systematic investigation.",No,No,Yes,
FY2022-23,2023-05-29,32dca9a8-4b7f-4916-bbbc-1b07815661ea,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Deductible,0,No,No,95,The transaction description 'Loan repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,YES - REVIEW,Yes,Loan repayments are generally not deductible under s 8-1 ITAA 1997 as they are considered capital in nature. The repayment of a loan does not directly relate to the generation of assessable income. Di
FY2024-25,2025-06-02,27d5b1a5-3a23-4361-a1d7-b747d43b946e,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard 'monthly fee' from Westpac Bank. There is no indication of R&D activity, technical uncertainty, or systematic investigat",No,No,Yes,
FY2024-25,2025-04-22,41b4dc8a-6957-4442-b31a-1c7b5110173d,Audible,24.19,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.19,Yes,No,90,"The transaction is for an 'Audible - Subscription'. There is no indication of technical uncertainty, systematic investigation, generation of new knowl",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Requires documentation (receipt) to substantiate the expense.
FY2024-25,2025-05-21,9c60648e-026b-428e-8f37-e5d6640e3a48,Audible,24.08,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.08,Yes,No,95,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Receipt required for substantiation.
FY2022-23,2023-03-22,4e6d4681-a424-4c2d-9670-7d8bf4ff074a,Optus,47.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,90,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2024-25,2024-09-02,ebf89ad8-02e7-4728-a525-4cab52662f98,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the provided information. Therefore, it does not meet ",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income. The transaction description 'monthly fee' indicates it is a cost associated with the business bank account
FY2024-25,2024-08-01,e8f2e129-e8de-4f06-bd66-33729ad22398,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it does not meet the cr",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income. The transaction description 'monthly fee' indicates it is a standard business expense.
FY2024-25,2024-10-21,9c58c6b1-5cff-41fc-9266-ae12dfd7e349,Disaster Recovery QLD Pty Ltd,2091.76,October 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,100,"The transaction is for a 'Management Fee' which does not indicate any R&D activity. There is no evidence of technical uncertainty, systematic investig",No,No,Yes,Ensure invoice and payment records are retained as evidence of the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2024-10-29,267639c3-6017-427f-9e2a-571930519495,Australian Taxation Office,557,Activity Statement for Jul-Sep 2024 - GST,Tax,95,Section 8-1 ITAA 1997 - general deduction,557,Yes,No,95,"The transaction relates to GST payment to the ATO. There is no indication of R&D activity based on the provided description. Therefore, it does not me",No,No,Yes,Requires Activity Statement and proof of payment for substantiation.
FY2023-24,2024-05-21,3654aa7a-bbfa-4cda-83a5-b40714575194,Optus,51.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any information suggesting R&D activities. It appears to be a standard mobile phone bill. ,No,No,Yes,"Ensure the mobile phone is used primarily for business purposes. If there is a private use component, the deductible amount should be reduced accordingly."
FY2024-25,2024-12-21,21e1a32b-5d72-424b-a32a-993559cd91fc,Disaster Recovery QLD Pty Ltd,2091.76,December 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,5,"The transaction description 'December 2024 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generatio",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997. The description 'December 2024 Management Fee' suggests a standard busi
FY2024-25,2025-02-21,b4055b2b-6be4-4b98-a84b-5c017e3493c4,Disaster Recovery QLD Pty Ltd,2091.76,February 2025 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,The transaction description 'February 2025 Management Fee - from Disaster Recovery QLD Pty Ltd - February 2025 Mangement Fee' does not contain any ind,No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2023-24,2024-06-21,26428f2a-ee9a-4475-8a67-87115abe4f93,Audible,23.16,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.16,Yes,No,95,"The transaction description 'from Audible - Subscription' and 'Subscription' does not contain any evidence of technical uncertainty, systematic invest",No,No,Yes,Must relate to current income-earning activity
FY2022-23,2022-10-10,1819a419-00b1-4fed-b519-bd1d739add26,WESTPAC BANKING CORPORATION,857.48,Principle,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,857.48,Yes,No,95,"The transaction relates to a 'Principle' payment to WESTPAC BANKING CORPORATION. This does not indicate any R&D activity. Therefore, it does not meet ",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is a cost incurred in gaining or producing assessable income. Documentation required to substantiate the expense.
FY2023-24,2024-03-21,aae4efd7-b307-4aba-83d0-67749da91aeb,Audible,23.67,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.67,Yes,No,60,"The transaction is a subscription to Audible. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation o",No,No,Yes,"Must relate to current income-earning activity. If the subscription is for entertainment purposes, it may not be deductible under s 8-1 ITAA 1997."
FY2023-24,2023-07-11,fd4d21a2-07fc-4a2b-8078-f0079854a4c4,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' does not contain any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no indica,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it is incurred in gaining or producing assessable income.
FY2023-24,2023-08-11,e2158f7b-618c-49b2-86ac-e1acb269030b,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' does not contain any evidence of R&D activities. It is a standard loan repayment and does not meet any of the ,No,No,Yes,
FY2023-24,2023-12-21,1d480d9d-965f-4c25-8399-e0e86b94528a,Audible,23.02,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.02,Yes,No,60,"The transaction description 'Subscription' from Audible does not provide any evidence of technical uncertainty, systematic investigation, generation o",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Requires documentation to support the business purpose of the subscription.
FY2022-23,2023-01-23,5af5fbc8-aac0-4145-846a-8379eed93819,Optus,47.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any information to suggest that it is related to R&D activities. There is no indication of,No,No,Yes,
FY2023-24,2024-01-09,e8fb26dd-657c-4535-adcc-4da9934ac86d,St George,1068.21,Loan Repayment ,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no i,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense must be incurred in gaining or producing assessable income or necessarily incurred in carrying
FY2023-24,2023-12-11,5eae6d9c-f5d7-4718-90e2-1633a9c66d27,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,The transaction description 'Repayment' does not contain any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no indica,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible. Only the interest component is deductible under s 8-1 ITAA 1997
FY2023-24,2023-12-27,3d2558f5-2888-4265-88a4-1ad5376ca707,FEN Australia Pty Ltd,3043.7,Fen paid accidently,Uncategorized,70,Section 8-1 ITAA 1997 - general deduction,0,No,No,50,"The transaction description 'Fen paid accidently' does not provide any evidence of R&D activities. There is no indication of technical uncertainty, sy",No,No,Yes,"Requires documentation to determine the nature of the payment and whether it is deductible. If the payment was made in error, it should be reversed. If it relates to a personal expense, it is not dedu"
FY2023-24,2024-04-22,4a451987-3a7f-4b35-a2e7-567ca4009905,Audible,24.21,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.21,Yes,No,95,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-producing activities. Requires documentation to support the business purpose.
FY2023-24,2024-04-15,c73ac082-9b64-45fb-abee-a6c2b7d45c2e,Disaster Recovery QLD,20000,Contra Mercedes Benz Payment,Professional Services,70,Section 8-1 ITAA 1997 - general deduction,20000,Yes,No,50,The transaction description 'Contra Mercedes Benz Payment' does not contain any evidence of R&D activities. There is no indication of technical uncert,No,No,Yes,Requires documentation to support the nature of the contra arrangement with Disaster Recovery QLD. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or
FY2023-24,2024-05-27,fb6afe56-a814-4301-823b-34f8295a0bdb,Disaster Recovery QLD Pty Ltd,2091.76,Management fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,"The transaction description 'Management fee' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowl",No,No,Yes,
FY2023-24,2023-12-21,2aa3a8e0-308c-4060-a05a-a70d504b2bf2,Disaster Recovery QLD Pty Ltd,4558.63,December 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4558.63,Yes,No,90,The transaction description 'December 2023 Management Fee - from Disaster Recovery QLD Pty Ltd - December 2023 Mangement Fee' does not contain any evi,No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to satisfy the requirements of s 8-1 ITAA 1997. Obtain a detailed invoice outlining the services provided by Disaster Recov
FY2023-24,2024-04-11,3faeb33d-dcd4-4b99-894a-e83df540e3a3,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,
FY2023-24,2024-05-21,4b09f7cd-f4cc-4139-900f-824d98c77f72,Audible,23.16,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.16,Yes,No,95,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if related to current income-earning activity. Must relate to current income-earning activity.
FY2023-24,2024-06-20,b6e95cbf-fefe-4585-a62a-51d1240e8d06,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general business expense. Substantiation is required to support the deduction.
FY2023-24,2023-10-23,7e121646-bc61-4087-acf2-68d867ca2df6,Audible,24.47,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.47,Yes,No,60,The transaction description 'from Audible - Subscription' and line item 'Subscription' do not provide any evidence of R&D activities as defined under ,No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Requires documentation to support the business purpose of the subscription.
FY2023-24,2024-02-12,b0086bd6-8955-4d53-a78d-08facd3245c0,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is no in,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible. Only the interest component is deductible under s 8-1 ITAA 1997
FY2023-24,2024-02-16,238f857c-79bd-42a7-9af2-a0ef12dd9797,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,The transaction relates to a 'Repayment' to 'Mercedes Finance'. There is no indication of R&D activity based on the transaction description. Therefore,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2023-24,2024-04-10,28628181-cb5e-4233-9b5e-874c7cde8c4d,Paul Lederhose,21537.64,"Sale of Mercedes Benz
VIN : WDD2050832R426916",Vehicle,95,Section 8-1 ITAA 1997 - general deduction,0,No,No,5,"The transaction relates to the 'Sale of Mercedes Benz'. There is no indication of R&D activity based on the provided information. Therefore, it does n",No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method; Requires logbook to determine business use percentage. If used for private purposes, only the business portion is deductible under s"
FY2022-23,2023-01-09,abc6792e-faa1-4ad4-a139-a0a27799fded,St George,1068.21,Loan Repayment ,Loan Repayment,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,The transaction description 'Loan Repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertain,No,No,Yes,Requires loan agreement and repayment schedule to verify the nature of the loan and ensure it is for business purposes. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing
FY2025-26,2025-08-26,f8d42061-e857-4632-b0b6-9fcdc6204f5e,phill,2000,CARSI,Unclassified,50,Section 8-1 ITAA 1997 - general deduction,2000,Yes,No,50,The transaction description 'CARSI' is insufficient to determine if the activity meets the criteria for R&D under Division 355 of the ITAA 1997. There,No,No,Yes,Requires additional documentation to determine the nature of 'CARSI' and its deductibility under s 8-1 ITAA 1997. The expense must be incurred in gaining or producing assessable income or necessarily 
FY2025-26,2025-12-21,f7424a4e-964b-4a82-8d82-9c5b4f7072a6,Disaster Recovery QLD Pty Ltd,2091.76,December 2025 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,2091.76,Yes,No,90,"The transaction description 'December 2025 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generatio",No,No,Yes,Ensure the management fee is commercially reasonable and at arm's length. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in 
FY2024-25,2024-12-23,082caaf6-631e-4217-8901-bd2f80ab762a,Audible,24.85,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.85,Yes,No,60,"The transaction description 'from Audible - Subscription' and 'Subscription' does not provide any evidence of technical uncertainty, systematic invest",No,No,Yes,Must relate to current income-earning activity
FY2024-25,2024-10-01,45737893-f755-4a92-9bf1-6270e4e4f7a6,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,The transaction is a standard monthly bank fee. There is no indication of R&D activity as defined under Division 355 of the ITAA 1997. The description,No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income. The transaction description 'monthly fee' indicates a standard business expense.
FY2024-25,2025-03-10,20ff14fe-358a-45e3-a9a2-1c06f04e310c,Resimac Asset Finance,1060.21,Repayment - Resimac took over St George,Finance,95,Not Deductible,0,No,No,95,"The transaction relates to a loan repayment. There is no indication of R&D activity based on the transaction description. Therefore, it does not meet ",No,No,Yes,Loan agreements and repayment schedules should be retained for verification purposes.
FY2024-25,2025-01-20,efcdc68e-9744-41c4-823d-f8ef75f71007,Bronwyn McGurk,7500,Payment to Bron,Professional Services,75,Section 8-1 ITAA 1997 - general deduction,7500,Yes,No,50,The transaction description 'Payment to Bron' is too vague to determine if it relates to R&D activities as defined in Division 355 of the ITAA 1997. T,No,No,Yes,Requires invoice or contract to verify the nature of services provided by Bronwyn McGurk to determine deductibility under s 8-1 ITAA 1997. The description 'Payment to Bron' is insufficient.
FY2024-25,2024-09-23,6e540946-2b4e-49e6-ba88-d7ede059ef4c,Audible,22.86,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,22.86,Yes,No,60,The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity based on the provided information. It appears to be a gener,No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Requires documentation to support the business purpose.
FY2023-24,2023-08-21,f60f0828-893c-440b-a219-05da692161ce,Audible,24.14,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.14,Yes,No,95,The transaction is a subscription to Audible. There is no indication of R&D activity based on the provided information. It does not appear to involve ,No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-producing activities. Requires documentation to support the business purpose of the Audible subscription.
FY2023-24,2023-10-09,8775b97d-f925-4602-afc5-ed17d3850705,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,5,The transaction description 'Loan Repayment' does not contain any information suggesting R&D activities. It is a standard financial transaction.,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or 
FY2024-25,2025-04-28,506757c3-9e06-459d-9677-cc44ee87f80f,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no indica,No,No,Yes,
FY2023-24,2024-03-27,55eb624e-1dcc-4e83-acdc-279ba4471457,Disaster Recovery QLD Pty Ltd,3447.95,Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,3447.95,Yes,No,95,"The transaction is for a 'Management fee' from 'Disaster Recovery QLD Pty Ltd'. There is no indication of technical uncertainty, systematic investigat",No,No,Yes,Ensure invoice and payment records are retained as evidence of the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2024-02-21,c99628be-6705-4bfe-8291-6da0d4f47fc9,Audible,23.61,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.61,Yes,No,60,"The transaction is for an 'Audible - Subscription'. There is no indication of technical uncertainty, systematic investigation, generation of new knowl",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-producing activities. Receipt required for substantiation.
FY2023-24,2023-07-21,5e643df8-e35c-4129-9893-e00fbb3f980e,Audible,22.81,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,22.81,Yes,No,60,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-producing activities. Requires documentation (receipt) to substantiate the expense.
FY2023-24,2024-06-21,95001e05-1487-4772-af0d-98576e6cbdcd,Disaster Recovery QLD Pty Ltd,4558.63,June 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4558.63,Yes,No,90,"The transaction is for a 'Management Fee' which does not indicate any R&D activity. There is no evidence of technical uncertainty, systematic investig",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support deductibility under s 8-1 ITAA 1997.
FY2022-23,2022-10-27,57a79e31-eda2-4eb7-a5cb-7d382d4895da,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Applicable,0,No,No,95,The transaction description 'Loan repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Requires loan agreement for verification of terms and conditions.
FY2022-23,2022-10-27,63f69727-4d2f-4089-988e-0044c29b51f3,Westpac Bank,795.45,Principle,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,795.45,Yes,No,100,The transaction description 'Principle' from Westpac Bank does not provide any evidence of R&D activities as defined under Division 355 of the ITAA 19,No,No,Yes,
FY2022-23,2022-10-10,a4964734-a331-4aa3-89d2-dd47a3d7a21c,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There is no ,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal component of the loan repayment is not deductible.
FY2023-24,2024-04-16,1228af1a-b34f-4389-8788-137603de678b,Disaster Recovery QLD,1571.64,Contra Mercedes Benz Payment,Motor Vehicle,75,Section 8-1 ITAA 1997 - general deduction,1571.64,Yes,No,5,The transaction description 'Contra Mercedes Benz Payment' does not contain any information suggesting R&D activities. There is no indication of techn,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method; Requires logbook or other evidence to substantiate business use percentage. s 8-1 ITAA 1997 allows a deduction for expenses incurred"
FY2023-24,2023-09-15,0490a1c4-d412-48d0-ad61-07db4f0f323b,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,The transaction relates to a 'Repayment' to 'Mercedes Finance'. There is no indication of R&D activity based on the transaction description. Therefore,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method; Documentation required to substantiate business use percentage. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining "
FY2022-23,2023-02-16,a0cf1f36-59fc-4bd0-94dd-cf8e5cc5f882,"PAYMENT BY AUTHORITY TO MERCEDES-BENZ FINANCIAL SERVICES AUSTRALMB Financial,CONTRACT 461644",1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,The transaction relates to a 'Repayment' under a 'CONTRACT' with Mercedes-Benz Financial Services. There is no indication of R&D activity based on the,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2022-10-21,aaa9f039-b7e8-4651-b958-04f6addb76c7,DEBIT CARD PURCHASE Audible*CH5WL2803Amzn.com bil USA,24.57,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,24.57,Yes,No,60,The transaction description 'Audible*CH5WL2803Amzn.com bil USA - Subscription' does not provide any evidence of R&D activities as defined in Division ,No,No,Yes,Receipt required to substantiate the expense. The expense must be related to the business's income-producing activities to be deductible under s 8-1 ITAA 1997.
